account_id,ticket_id,ticket_created_date,ticket_resolved_date,priority,product_area,contact_channel,reported_by,customer_tier,company_size,region,users_affected,error_rate_pct,downtime_minutes,payment_impact,security_incident,data_loss,customer_sentiment,tickets_last_30_days,data_source
ACCT-058,TKT-997728,2024-06-25,2024-06-27 23:50:14,low,Analytics Dashboard,Live Chat,Product Manager,Plus,Medium,EMEA,12,2.09,0,0,0,0,negative,4,Support
ACCT-023,TKT-221309,2024-08-21,2024-08-25 00:27:28,low,Authentication,Web Portal,Support Staff,Plus,Small,APAC,36,0.63,0,0,0,0,neutral,2,Support
ACCT-102,TKT-876555,2024-03-24,2024-03-24 11:52:05,low,Analytics Dashboard,Phone,Support Staff,Basic,Small,AMER,3,6.64,7,0,0,0,neutral,3,Support
ACCT-083,TKT-221746,2025-01-27,2025-02-01 07:02:23,low,Analytics Dashboard,Email,DevOps,Basic,Small,APAC,0,0.45,0,0,0,0,neutral,3,Support
ACCT-072,TKT-498663,2025-01-07,2025-01-08 14:01:22,low,Authentication,Email,DevOps,Basic,Small,APAC,23,9.05,0,0,0,0,neutral,3,Support
ACCT-036,TKT-718722,2025-01-11,2025-01-14 12:09:27,low,Analytics Dashboard,Web Portal,Support Staff,Basic,Small,APAC,1,4.48,13,0,0,0,neutral,2,Support
ACCT-043,TKT-544280,2024-11-30,2024-11-30 20:52:14,low,Mobile App,Phone,Support Staff,Plus,Medium,AMER,13,4.44,0,0,0,0,positive,4,Support
ACCT-021,TKT-935259,2024-04-23,2024-04-26 17:49:28,low,Mobile App,Live Chat,Product Manager,Plus,Large,EMEA,257,0.0,0,0,0,0,neutral,2,Support
ACCT-038,TKT-332932,2023-10-08,2023-10-10 06:43:13,low,Authentication,Email,Product Manager,Basic,Small,APAC,10,2.68,0,0,0,0,neutral,3,Support
ACCT-060,TKT-582977,2023-09-18,2023-09-19 16:53:19,low,Mobile App,Email,DevOps,Plus,Medium,EMEA,9,3.54,0,0,0,0,neutral,4,Support
ACCT-060,TKT-977885,2024-04-19,2024-04-19 16:49:33,low,Notifications,Live Chat,DevOps,Plus,Large,AMER,193,1.93,0,0,0,0,neutral,2,Support
ACCT-073,TKT-730682,2024-01-11,2024-01-13 04:23:42,low,Billing,Web Portal,Product Manager,Basic,Small,APAC,8,8.11,0,0,0,0,positive,2,Support
ACCT-053,TKT-940215,2024-03-17,2024-03-17 16:55:45,low,Mobile App,Web Portal,DevOps,Plus,Medium,APAC,41,6.61,0,0,0,0,neutral,4,Support
ACCT-062,TKT-822049,2023-07-06,2023-07-08 16:28:21,low,Billing,Email,Support Staff,Plus,Small,AMER,14,2.36,0,0,0,0,neutral,0,Support
ACCT-073,TKT-701853,2023-10-05,2023-10-06 04:40:05,low,Analytics Dashboard,Email,DevOps,Basic,Small,AMER,1,1.06,25,0,0,1,neutral,3,Support
ACCT-024,TKT-405654,2024-10-02,2024-10-04 20:42:52,low,Analytics Dashboard,Web Portal,DevOps,Plus,Medium,EMEA,37,0.35,20,0,0,0,neutral,2,Support
ACCT-023,TKT-260119,2024-06-20,2024-06-20 09:25:01,low,Billing,Email,Finance,Basic,Medium,APAC,8,6.5,0,0,0,0,negative,4,Support
ACCT-106,TKT-336004,2024-01-02,2024-01-06 08:17:06,low,Mobile App,Web Portal,Support Staff,Plus,Medium,EMEA,52,0.0,0,0,0,0,neutral,1,Support
ACCT-078,TKT-998397,2023-07-24,2023-07-29 02:41:15,low,Analytics Dashboard,Email,Support Staff,Plus,Medium,EMEA,23,1.28,0,0,0,0,neutral,1,Support
ACCT-065,TKT-954602,2024-10-12,2024-10-15 10:39:13,low,Billing,Email,DevOps,Plus,Medium,EMEA,32,0.5,0,0,0,0,negative,3,Support
ACCT-063,TKT-453800,2023-11-11,2023-11-17 08:32:49,low,Billing,Web Portal,Support Staff,Basic,Medium,APAC,2,2.05,0,0,0,0,positive,3,Support
ACCT-041,TKT-894520,2024-08-06,2024-08-09 03:13:42,low,Mobile App,Web Portal,Finance,Plus,Large,AMER,368,0.56,0,0,0,0,neutral,10,Support
ACCT-085,TKT-396788,2024-07-05,2024-07-06 16:26:34,low,Billing,Email,Support Staff,Basic,Small,APAC,7,9.14,0,0,0,0,neutral,3,Support
ACCT-063,TKT-997845,2024-03-16,2024-03-19 05:55:43,low,Billing,Email,Product Manager,Basic,Small,EMEA,2,4.47,15,0,0,0,negative,0,Support
ACCT-020,TKT-888808,2024-12-13,2024-12-14 16:43:37,low,Mobile App,Web Portal,Support Staff,Basic,Small,APAC,1,10.73,0,0,0,0,neutral,6,Support
ACCT-031,TKT-844056,2025-01-15,2025-01-19 12:07:50,low,Mobile App,Phone,Support Staff,Basic,Medium,APAC,9,2.34,11,0,0,0,negative,6,Support
ACCT-018,TKT-244243,2024-04-07,2024-04-08 23:36:21,low,Notifications,Web Portal,Support Staff,Enterprise,Medium,EMEA,32,1.5,0,0,0,0,neutral,2,Support
ACCT-024,TKT-251857,2024-08-26,2024-08-29 05:51:58,low,Notifications,Live Chat,DevOps,Basic,Small,APAC,3,0.67,0,0,0,0,positive,1,Support
ACCT-036,TKT-871037,2024-01-01,2024-01-01 23:27:41,low,Analytics Dashboard,Web Portal,Support Staff,Plus,Small,AMER,4,2.69,1,0,0,0,neutral,1,Support
ACCT-031,TKT-206900,2023-06-10,2023-06-11 13:27:27,low,Data Pipeline,Web Portal,Support Staff,Enterprise,Medium,EMEA,24,2.44,0,0,0,0,neutral,5,Support
ACCT-051,TKT-812449,2023-10-30,2023-10-31 14:55:56,low,Data Pipeline,Web Portal,Product Manager,Enterprise,Large,AMER,16,6.2,0,0,0,0,negative,5,Support
ACCT-043,TKT-596894,2023-11-20,2023-11-25 03:31:44,low,Authentication,Web Portal,Support Staff,Basic,Small,APAC,9,8.6,0,0,0,0,negative,1,Support
ACCT-043,TKT-640472,2023-12-01,2023-12-06 09:41:12,low,Mobile App,Live Chat,DevOps,Plus,Medium,EMEA,56,3.15,0,0,0,0,neutral,1,Support
ACCT-113,TKT-757428,2024-05-12,2024-05-14 15:46:00,low,Mobile App,Email,Product Manager,Basic,Small,EMEA,6,3.31,0,0,0,0,neutral,1,Support
ACCT-105,TKT-515912,2024-07-18,2024-07-19 01:57:58,low,Analytics Dashboard,Email,DevOps,Basic,Small,APAC,0,3.48,0,0,0,0,neutral,3,Support
ACCT-049,TKT-280865,2024-10-13,2024-10-14 07:30:01,low,Authentication,Email,Product Manager,Basic,Small,APAC,5,10.57,0,0,0,0,neutral,0,Support
ACCT-031,TKT-803317,2024-06-19,2024-06-22 18:36:34,low,Notifications,Email,Support Staff,Basic,Small,APAC,3,2.4,14,0,0,0,negative,2,Support
ACCT-083,TKT-781900,2023-08-31,2023-09-03 18:56:05,low,Mobile App,Email,Support Staff,Basic,Small,APAC,2,1.33,0,0,0,0,neutral,2,Support
ACCT-053,TKT-485166,2024-06-26,2024-06-27 04:50:14,low,Notifications,Email,Finance,Basic,Medium,APAC,16,2.8,0,0,0,0,neutral,4,Support
ACCT-043,TKT-612982,2023-06-12,2023-06-12 14:39:30,low,Notifications,Email,Support Staff,Basic,Small,APAC,21,5.7,7,0,0,0,neutral,0,Support
ACCT-072,TKT-700446,2024-11-03,2024-11-04 00:05:28,low,Mobile App,Email,Finance,Basic,Small,APAC,4,2.32,15,0,0,0,neutral,2,Support
ACCT-041,TKT-932929,2024-10-04,2024-10-05 04:41:39,low,Analytics Dashboard,Email,Support Staff,Plus,Small,AMER,8,1.52,0,0,0,0,neutral,0,Support
ACCT-059,TKT-775908,2025-01-28,2025-01-28 20:04:38,low,Mobile App,Live Chat,Support Staff,Basic,Small,APAC,4,1.01,0,0,0,0,neutral,1,Support
ACCT-021,TKT-441027,2024-08-18,2024-08-19 07:04:39,low,Mobile App,Email,DevOps,Plus,Medium,AMER,9,6.52,0,0,0,0,neutral,3,Support
ACCT-102,TKT-663621,2023-08-05,2023-08-08 08:32:47,low,Mobile App,Live Chat,Support Staff,Plus,Medium,APAC,8,0.9,13,0,0,0,neutral,1,Support
ACCT-020,TKT-512925,2023-12-07,2023-12-08 17:56:46,low,Notifications,Live Chat,Product Manager,Basic,Small,APAC,5,0.58,0,0,0,0,neutral,0,Support
ACCT-060,TKT-655837,2024-12-21,2024-12-25 02:09:41,low,Mobile App,Web Portal,Support Staff,Basic,Small,APAC,1,8.26,15,0,0,0,negative,5,Support
ACCT-053,TKT-665163,2024-10-13,2024-10-13 09:50:56,low,Mobile App,Email,Executive,Plus,Medium,EMEA,0,4.27,13,0,0,0,neutral,2,Support
ACCT-020,TKT-790573,2023-10-06,2023-10-09 14:50:39,low,Analytics Dashboard,Live Chat,Product Manager,Plus,Large,AMER,124,3.19,0,0,0,0,neutral,5,Support
ACCT-020,TKT-288678,2023-09-29,2023-09-29 20:02:18,low,Analytics Dashboard,Phone,Product Manager,Enterprise,Medium,EMEA,11,2.24,0,0,0,0,neutral,2,Support
ACCT-060,TKT-229022,2023-06-06,2023-06-08 10:55:22,low,Data Pipeline,Live Chat,Finance,Enterprise,Medium,EMEA,12,3.37,0,0,0,0,neutral,3,Support
ACCT-078,TKT-269041,2023-07-11,2023-07-11 15:25:42,low,Analytics Dashboard,Email,Support Staff,Plus,Medium,AMER,6,0.92,0,0,0,0,neutral,0,Support
ACCT-010,TKT-136705,2023-08-29,2023-08-31 11:52:45,low,Notifications,Web Portal,Support Staff,Basic,Small,AMER,2,7.31,41,0,0,0,neutral,3,Support
ACCT-077,TKT-481219,2023-08-26,2023-09-01 00:50:29,low,Analytics Dashboard,Email,Support Staff,Plus,Small,AMER,19,1.53,0,0,0,0,neutral,5,Support
ACCT-077,TKT-790130,2024-12-09,2024-12-09 19:13:20,low,Notifications,Live Chat,DevOps,Plus,Medium,EMEA,19,1.0,16,0,0,0,neutral,4,Support
ACCT-076,TKT-644675,2023-06-01,2023-06-02 02:16:49,low,Analytics Dashboard,Live Chat,Product Manager,Enterprise,Medium,EMEA,71,0.3,0,0,0,0,neutral,5,Support
ACCT-085,TKT-705103,2024-03-27,2024-03-30 00:34:03,low,Mobile App,Live Chat,Support Staff,Basic,Small,APAC,2,1.08,0,0,0,0,negative,3,Support
ACCT-041,TKT-469221,2024-10-15,2024-10-18 05:44:23,low,Mobile App,Email,Support Staff,Basic,Small,APAC,2,0.23,0,0,0,0,neutral,4,Support
ACCT-053,TKT-203818,2025-02-10,2025-02-12 08:55:07,low,Mobile App,Email,Support Staff,Plus,Small,APAC,4,4.02,15,0,0,0,negative,2,Support
ACCT-041,TKT-414267,2023-07-16,2023-07-17 01:13:30,low,Analytics Dashboard,Live Chat,Support Staff,Basic,Small,AMER,5,6.31,16,0,0,0,positive,2,Support
ACCT-041,TKT-326534,2024-01-07,2024-01-12 14:16:14,low,Notifications,Web Portal,Support Staff,Basic,Small,APAC,0,1.86,0,0,0,0,negative,3,Support
ACCT-101,TKT-752542,2025-01-26,2025-01-27 13:08:04,low,Notifications,Phone,Support Staff,Plus,Small,APAC,31,0.98,7,0,0,0,,2,Support
ACCT-025,TKT-500327,2024-08-06,2024-08-06 10:43:56,low,Analytics Dashboard,Web Portal,Support Staff,Basic,Small,EMEA,4,0.59,1,0,0,0,neutral,1,Support
ACCT-019,TKT-366526,2023-11-15,2023-11-16 17:23:19,low,Notifications,Live Chat,Support Staff,Plus,Medium,AMER,70,3.0,0,0,0,0,neutral,0,Support
ACCT-023,TKT-313660,2024-08-09,2024-08-14 08:01:35,low,Notifications,Web Portal,Support Staff,Basic,Small,APAC,9,4.02,0,0,0,0,neutral,0,Support
ACCT-007,TKT-763874,2023-08-12,2023-08-14 20:30:41,low,Notifications,Web Portal,DevOps,Basic,Small,AMER,3,1.82,0,0,0,0,neutral,3,Support
ACCT-041,TKT-779237,2023-12-15,2023-12-18 08:38:59,low,Authentication,Email,DevOps,Basic,Small,APAC,26,6.85,0,0,0,0,neutral,4,Support
ACCT-035,TKT-260947,2024-11-05,2024-11-07 17:15:29,low,Authentication,Live Chat,Finance,Plus,Small,APAC,32,3.88,0,0,0,0,neutral,5,Support
ACCT-058,TKT-127168,2024-04-19,2024-04-25 09:47:44,low,Analytics Dashboard,Live Chat,Finance,Plus,Large,EMEA,225,1.44,0,0,0,0,neutral,2,Support
ACCT-076,TKT-657286,2025-02-08,2025-02-09 02:12:04,low,Mobile App,Phone,Product Manager,Plus,Medium,AMER,57,0.78,2,0,0,0,positive,2,Support
ACCT-038,TKT-445356,2023-09-21,2023-09-24 04:06:30,low,Analytics Dashboard,Web Portal,DevOps,Plus,Small,AMER,5,0.57,4,0,0,0,neutral,0,Support
ACCT-040,TKT-386526,2023-08-31,2023-09-01 13:31:06,low,Notifications,Web Portal,Support Staff,Basic,Small,APAC,3,7.4,29,0,0,0,neutral,1,Support
ACCT-046,TKT-110342,2023-10-28,2023-11-01 12:48:13,low,Notifications,Web Portal,DevOps,Basic,Medium,APAC,26,1.44,0,0,0,0,neutral,2,Support
ACCT-036,TKT-497024,2023-09-09,2023-09-10 14:59:40,low,Analytics Dashboard,Web Portal,DevOps,Plus,Medium,APAC,15,1.67,7,0,0,0,neutral,3,Support
ACCT-072,TKT-652049,2023-09-16,2023-09-19 19:48:25,low,Mobile App,Web Portal,Support Staff,Plus,Small,AMER,19,4.19,4,0,0,0,negative,5,Support
ACCT-041,TKT-200181,2024-04-09,2024-04-11 15:10:59,low,Mobile App,Web Portal,DevOps,Basic,Medium,APAC,4,11.34,0,0,0,0,negative,4,Support
ACCT-041,TKT-395694,2024-11-23,2024-11-24 12:06:03,low,Authentication,Live Chat,Support Staff,Basic,Small,AMER,2,9.56,10,0,0,0,neutral,1,Support
ACCT-041,TKT-150293,2024-12-16,2024-12-17 04:26:18,low,Notifications,Web Portal,DevOps,Plus,Medium,AMER,21,1.18,0,0,0,0,neutral,0,Support
ACCT-072,TKT-289448,2023-11-22,2023-11-23 09:00:24,low,Mobile App,Web Portal,Product Manager,Basic,Small,APAC,9,2.74,4,0,0,0,neutral,1,Support
ACCT-072,TKT-927061,2024-05-19,2024-05-23 00:01:04,low,Analytics Dashboard,Email,Finance,Basic,Small,APAC,8,1.75,21,0,0,0,negative,2,Support
ACCT-036,TKT-522210,2024-11-26,2024-11-28 10:32:59,low,Analytics Dashboard,Web Portal,Finance,Basic,Small,AMER,2,1.49,0,0,0,0,positive,0,Support
ACCT-021,TKT-820013,2024-10-01,2024-10-03 15:37:41,low,Billing,Web Portal,DevOps,Basic,Small,EMEA,4,1.16,0,0,0,0,negative,2,Support
ACCT-076,TKT-249600,2024-11-07,2024-11-10 08:27:47,low,Analytics Dashboard,Email,Support Staff,Basic,Small,AMER,0,3.35,0,0,0,0,neutral,2,Support
ACCT-038,TKT-860657,2024-06-22,2024-06-24 12:30:24,low,Authentication,Web Portal,Finance,Basic,Small,EMEA,42,8.37,0,0,0,0,neutral,2,Support
ACCT-084,TKT-738271,2024-06-14,2024-06-17 07:35:40,low,Analytics Dashboard,Live Chat,Support Staff,Enterprise,Large,EMEA,137,0.65,0,0,0,0,negative,3,Support
ACCT-073,TKT-471197,2024-08-02,2024-08-05 07:29:11,low,Notifications,Email,Product Manager,Basic,Small,APAC,2,4.66,10,0,0,0,neutral,2,Support
ACCT-024,TKT-548544,2024-09-22,2024-09-24 04:40:20,low,Mobile App,Phone,DevOps,Enterprise,Medium,EMEA,10,0.0,43,0,0,0,neutral,3,Support
ACCT-077,TKT-953565,2024-11-15,2024-11-20 08:31:24,low,Notifications,Web Portal,Support Staff,Plus,Small,APAC,3,10.78,0,0,0,0,neutral,3,Support
ACCT-020,TKT-420509,2024-01-21,2024-01-22 07:44:42,low,Analytics Dashboard,Live Chat,Support Staff,Plus,Small,APAC,11,1.24,0,0,0,0,positive,2,Support
ACCT-021,TKT-765506,2024-07-21,2024-07-24 17:42:17,low,Mobile App,Web Portal,DevOps,Enterprise,Medium,EMEA,46,4.23,0,0,0,0,neutral,2,Support
ACCT-025,TKT-198181,2023-08-21,2023-08-21 10:55:50,low,Data Pipeline,Phone,Support Staff,Enterprise,Medium,EMEA,5,2.91,18,0,0,0,,1,Support
ACCT-025,TKT-399736,2023-11-17,2023-11-19 13:28:30,low,Mobile App,Email,Product Manager,Enterprise,Medium,EMEA,18,0.0,19,0,0,0,negative,2,Support
ACCT-083,TKT-111214,2024-12-19,2024-12-24 04:37:30,low,Data Pipeline,Web Portal,Support Staff,Plus,Medium,EMEA,23,13.62,0,0,0,0,neutral,1,Support
ACCT-020,TKT-243055,2024-08-08,2024-08-11 03:06:14,low,Mobile App,Web Portal,DevOps,Basic,Small,APAC,2,7.9,0,0,0,0,neutral,2,Support
ACCT-060,TKT-809649,2024-10-04,2024-10-06 04:09:40,low,Notifications,Web Portal,Support Staff,Basic,Small,APAC,6,2.15,0,0,0,0,neutral,3,Support
ACCT-036,TKT-746223,2024-11-27,2024-11-30 06:09:08,low,Data Pipeline,Email,Support Staff,Plus,Large,AMER,225,2.23,0,0,0,0,positive,4,Support
ACCT-058,TKT-848851,2023-12-12,2023-12-16 23:12:11,low,Mobile App,Email,Support Staff,Enterprise,Medium,EMEA,50,2.67,0,0,0,0,negative,3,Support
ACCT-041,TKT-356089,2024-08-09,2024-08-12 06:51:19,low,Analytics Dashboard,Email,Support Staff,Basic,Small,APAC,2,0.38,7,0,0,0,neutral,1,Support
ACCT-054,TKT-570445,2024-11-22,2024-11-25 04:07:21,low,Analytics Dashboard,Phone,Support Staff,Plus,Large,AMER,201,2.79,0,0,0,0,neutral,2,Support
ACCT-109,TKT-648946,2023-11-20,2023-11-23 02:44:36,low,Authentication,Web Portal,Support Staff,Plus,Small,AMER,38,11.13,0,0,0,0,negative,0,Support
ACCT-077,TKT-239794,2024-01-17,2024-01-17 19:30:39,low,Mobile App,Email,Product Manager,Plus,Medium,EMEA,4,2.18,0,0,0,0,negative,4,Support
ACCT-043,TKT-619577,2024-11-08,2024-11-09 12:32:47,low,Analytics Dashboard,Web Portal,Support Staff,Basic,Small,APAC,1,3.07,0,0,0,0,neutral,3,Support
ACCT-060,TKT-454375,2024-06-23,2024-06-23 19:07:19,low,Notifications,Live Chat,DevOps,Plus,Medium,AMER,15,4.28,0,0,0,0,negative,0,Support
ACCT-036,TKT-999474,2024-02-11,2024-02-15 04:56:44,low,Analytics Dashboard,Email,Product Manager,Plus,Large,AMER,117,1.27,0,0,0,0,neutral,16,Support
ACCT-020,TKT-377611,2023-09-29,2023-09-30 06:16:13,low,Mobile App,Web Portal,Finance,Basic,Small,AMER,1,3.13,0,0,0,0,neutral,2,Support
ACCT-072,TKT-512742,2024-01-05,2024-01-05 02:36:58,low,Notifications,Web Portal,Support Staff,Basic,Small,AMER,6,3.5,0,0,0,0,negative,1,Support
ACCT-043,TKT-774206,2024-01-09,2024-01-14 02:39:27,low,Mobile App,Phone,Product Manager,Basic,Small,EMEA,17,3.42,0,0,0,0,neutral,3,Support
ACCT-041,TKT-585550,2024-11-09,2024-11-13 03:45:39,low,Authentication,Phone,Product Manager,Plus,Medium,EMEA,75,2.58,0,0,0,0,neutral,5,Support
ACCT-040,TKT-106177,2025-02-22,2025-02-26 08:20:39,low,Notifications,Web Portal,Support Staff,Basic,Small,APAC,5,3.34,28,0,0,0,neutral,2,Support
ACCT-076,TKT-212369,2025-02-20,2025-02-21 23:55:09,low,Mobile App,Web Portal,DevOps,Plus,Small,AMER,4,3.25,0,0,0,0,neutral,1,Support
ACCT-041,TKT-521598,2023-06-06,2023-06-07 12:11:02,low,Analytics Dashboard,Email,Finance,Basic,Small,APAC,19,0.46,0,0,0,0,neutral,3,Support
ACCT-043,TKT-307140,2024-05-29,2024-05-29 04:13:08,low,Notifications,Web Portal,Support Staff,Basic,Small,APAC,2,3.02,0,0,1,0,neutral,2,Support
ACCT-035,TKT-530670,2023-08-26,2023-08-28 07:49:41,low,Mobile App,Email,DevOps,Enterprise,Medium,EMEA,53,4.55,0,0,0,0,negative,4,Support
ACCT-020,TKT-906824,2023-10-05,,low,Notifications,Web Portal,Support Staff,Basic,Small,APAC,7,7.61,11,0,0,0,negative,2,Support
ACCT-060,TKT-413823,2024-02-12,2024-02-13 00:11:56,low,Notifications,Web Portal,Support Staff,Basic,Small,APAC,3,6.74,26,0,0,0,neutral,1,Support
ACCT-038,TKT-950965,2024-06-08,2024-06-09 20:24:32,low,Notifications,Web Portal,Support Staff,Plus,Small,APAC,5,1.26,0,0,0,0,neutral,1,Support
ACCT-058,TKT-980130,2024-03-02,2024-03-02 13:40:36,low,Mobile App,Web Portal,Product Manager,Basic,Small,APAC,5,4.12,0,0,0,0,neutral,0,Support
ACCT-020,TKT-555040,2024-08-23,2024-08-23 18:20:52,low,Authentication,Live Chat,Support Staff,Plus,Small,APAC,25,4.65,0,0,0,0,neutral,2,Support
ACCT-059,TKT-308105,2023-06-06,2023-06-07 13:09:07,low,Billing,Email,Finance,Basic,Small,EMEA,50,2.75,0,0,0,0,negative,2,Support
ACCT-026,TKT-513711,2023-09-22,2023-09-22 20:50:39,low,Mobile App,Email,Support Staff,Basic,Small,APAC,3,3.46,6,0,0,0,neutral,4,Support
ACCT-062,TKT-268099,2024-08-05,2024-08-08 13:16:53,low,Analytics Dashboard,Phone,DevOps,Basic,Small,AMER,1,1.84,3,0,0,0,negative,2,Support
ACCT-077,TKT-378711,2023-12-21,2023-12-26 10:51:35,low,Billing,Email,Support Staff,Enterprise,Medium,EMEA,92,0.65,0,0,0,0,negative,2,Support
ACCT-104,TKT-938672,2023-09-30,2023-10-01 19:37:41,low,Notifications,Live Chat,Support Staff,Basic,Small,APAC,13,1.84,0,0,0,0,neutral,3,Support
ACCT-031,TKT-519300,2023-10-09,2023-10-10 09:41:26,low,Analytics Dashboard,Phone,Finance,Plus,Large,EMEA,148,2.78,0,0,0,0,neutral,10,Support
ACCT-031,TKT-965745,2024-10-26,2024-10-29 10:26:04,low,Analytics Dashboard,Web Portal,Product Manager,Enterprise,Large,APAC,108,0.69,0,0,0,0,neutral,14,Support
ACCT-010,TKT-931219,2024-07-03,2024-07-03 15:39:23,low,Analytics Dashboard,Phone,Support Staff,Plus,Large,EMEA,326,0.33,0,0,0,0,neutral,5,Support
ACCT-025,TKT-114311,2023-06-22,2023-06-22 15:11:34,low,Mobile App,Live Chat,Support Staff,Basic,Small,APAC,1,3.3,0,0,0,0,neutral,1,Support
ACCT-041,TKT-550536,2024-01-29,2024-01-29 08:50:51,low,Notifications,Email,Support Staff,Plus,Medium,AMER,1,1.06,0,0,0,0,neutral,1,Support
ACCT-020,TKT-403527,2025-02-01,2025-02-04 12:14:22,low,Analytics Dashboard,Phone,Support Staff,Enterprise,Large,AMER,94,0.42,0,0,0,0,neutral,5,Support
ACCT-035,TKT-359781,2024-03-15,2024-03-17 02:47:57,low,Authentication,Web Portal,Support Staff,Basic,Small,APAC,8,14.18,0,0,0,0,neutral,4,Support
ACCT-072,TKT-361584,2025-02-22,2025-02-22 17:30:59,low,Analytics Dashboard,Live Chat,Support Staff,Basic,Medium,APAC,17,2.65,21,0,0,0,negative,7,Support
ACCT-041,TKT-835005,2024-03-14,2024-03-17 17:03:01,low,Mobile App,Live Chat,DevOps,Plus,Small,AMER,31,6.53,0,0,0,0,neutral,1,Support
ACCT-077,TKT-596912,2024-02-09,2024-02-12 01:34:38,low,Authentication,Phone,Product Manager,Basic,Small,AMER,8,1.99,0,0,0,0,negative,2,Support
ACCT-038,TKT-289989,2023-09-14,2023-09-17 06:38:20,medium,Billing,Email,Product Manager,Basic,Small,EMEA,62,3.14,0,1,0,0,positive,4,Support
ACCT-041,TKT-765297,2023-12-11,2023-12-17 09:53:33,medium,Authentication,Email,DevOps,Enterprise,Medium,EMEA,91,5.07,0,0,0,0,negative,4,Support
ACCT-062,TKT-140230,2023-10-31,2023-11-01 00:30:17,medium,Notifications,Web Portal,DevOps,Basic,Small,APAC,5,8.8,26,0,0,0,neutral,1,Support
ACCT-035,TKT-547011,2024-03-07,2024-03-13 07:58:58,medium,Authentication,Live Chat,Product Manager,Plus,Large,EMEA,968,5.21,0,0,0,0,neutral,12,Support
ACCT-109,TKT-153430,2023-06-19,2023-06-21 18:46:03,medium,Billing,Email,Support Staff,Plus,Large,EMEA,1597,2.59,0,0,0,0,neutral,12,Support
ACCT-042,TKT-764073,2024-06-24,2024-06-25 18:09:17,medium,Notifications,Live Chat,Finance,Plus,Large,EMEA,93,1.94,36,0,0,0,neutral,4,Support
ACCT-043,TKT-164329,2024-01-23,2024-01-23 23:47:53,medium,Analytics Dashboard,Live Chat,Support Staff,Plus,Medium,AMER,51,2.57,17,0,0,0,neutral,5,Support
ACCT-041,TKT-215400,2024-11-04,2024-11-05 20:16:19,medium,Data Pipeline,Phone,Support Staff,Plus,Medium,EMEA,42,3.41,33,0,0,0,neutral,0,Support
ACCT-041,TKT-846151,2024-03-02,2024-03-03 13:35:45,medium,Billing,Email,Executive,Plus,Medium,EMEA,63,0.57,19,0,0,0,negative,3,Support
ACCT-036,TKT-290580,2024-08-02,2024-08-03 02:09:05,medium,Analytics Dashboard,Web Portal,Executive,Basic,Small,APAC,13,1.21,12,0,0,0,neutral,1,Support
ACCT-010,TKT-437263,2023-07-12,2023-07-12 01:47:29,medium,Data Pipeline,Live Chat,Support Staff,Plus,Medium,APAC,97,16.97,0,0,0,0,neutral,4,Support
ACCT-064,TKT-735984,2024-01-04,2024-01-05 05:48:37,medium,Billing,Web Portal,Support Staff,Basic,Small,APAC,16,12.94,38,0,0,0,neutral,2,Support
ACCT-038,TKT-615151,2023-09-12,2023-09-13 20:41:12,medium,Mobile App,Web Portal,Support Staff,Basic,Small,APAC,12,9.01,7,0,0,0,neutral,1,Support
ACCT-058,TKT-801442,2024-06-07,2024-06-08 10:37:42,medium,Mobile App,Live Chat,Executive,Enterprise,Medium,EMEA,29,3.56,0,0,0,0,neutral,4,Support
ACCT-058,TKT-236637,2023-06-14,2023-06-17 03:57:37,medium,Data Pipeline,Live Chat,Support Staff,Plus,Large,AMER,484,2.2,0,0,0,0,positive,9,Support
ACCT-083,TKT-879020,2024-05-05,2024-05-06 13:17:17,medium,Notifications,Phone,DevOps,Plus,Large,AMER,178,2.59,18,0,0,0,neutral,5,Support
ACCT-062,TKT-781834,2025-01-24,2025-01-26 07:48:00,medium,Mobile App,Live Chat,Finance,Enterprise,Medium,EMEA,51,3.05,6,0,0,0,negative,1,Support
ACCT-036,TKT-211532,2024-03-09,2024-03-09 22:42:51,medium,Mobile App,Live Chat,Finance,Enterprise,Medium,EMEA,4,3.94,37,0,0,0,negative,4,Support
ACCT-065,TKT-143032,2023-10-12,2023-10-14 20:30:37,medium,Authentication,Email,Product Manager,Enterprise,Medium,EMEA,57,2.43,47,0,0,0,neutral,5,Support
ACCT-078,TKT-957115,2025-01-21,2025-01-26 18:54:36,medium,Analytics Dashboard,Live Chat,Product Manager,Enterprise,Large,EMEA,107,1.25,9,0,0,0,neutral,9,Support
ACCT-056,TKT-203428,2023-12-13,2023-12-13 21:08:59,medium,Authentication,Email,Support Staff,Plus,Small,APAC,15,41.41,0,0,0,0,negative,5,Support
ACCT-024,TKT-416120,2023-08-16,2023-08-21 08:34:16,medium,Mobile App,Phone,Product Manager,Enterprise,Large,AMER,724,4.86,0,0,0,0,neutral,5,Support
ACCT-060,TKT-855781,2024-09-28,2024-10-04 07:21:56,medium,Analytics Dashboard,Phone,Support Staff,Plus,Large,EMEA,257,0.6,2,0,0,0,neutral,8,Support
ACCT-041,TKT-677236,2023-11-05,2023-11-05 08:09:29,medium,Mobile App,Live Chat,DevOps,Plus,Medium,APAC,27,6.88,22,0,0,0,neutral,2,Support
ACCT-101,TKT-987187,2024-02-14,2024-02-18 18:10:40,medium,Authentication,Web Portal,Support Staff,Plus,Small,APAC,9,1.35,32,0,0,0,neutral,1,Support
