account_id,company_name,industry,company_size_tier,annual_revenue_usd,employee_count,headquarters,opportunity_id,sales_rep,sales_manager,sales_region,product_name,product_category,list_price,deal_stage,deal_created_date,deal_closed_date,deal_value,loss_reason,data_source
ACCT-012,FreshStart Medical,Healthcare,Small,4.54,9,United States,OPP-65519,Priya Nair,David Kim,Central,NovaPulse Professional,NovaPulse,4821,Won,2024-09-25,2025-01-08,4578.0,,CRM
ACCT-063,TideWater Retail,Retail,Enterprise,2214.94,5374,United States,OPP-63883,Oliver Dubois,Brian Nakamura,West,NovaPulse Starter,NovaPulse,550,Won,2024-09-07,2024-12-18,526.0,,CRM
ACCT-037,Vanguard Marketing Group,Marketing & Advertising,Enterprise,2403.58,8801,United States,OPP-71213,Leila Hassan,David Kim,Central,NovaPulse Enterprise,NovaPulse,5482,Won,2024-07-15,2024-08-05,5671.0,,CRM
ACCT-076,LionGate Holdings,Financial Services,Enterprise,7537.24,20293,United States,OPP-17100,Fatima Al-Rashid,Amanda Foster,West,NovaPulse Starter,NovaPulse,550,Won,2024-01-11,2024-05-03,501.0,,CRM
ACCT-064,UrbanLink Telecom,Telecommunications,Enterprise,1699.85,5108,United States,OPP-98259,Liam Porter,Amanda Foster,West,NovaPulse Standard,NovaPulse,1096,Won,2024-04-12,2024-08-26,1024.0,,CRM
ACCT-010,EliteWave Media,Media & Entertainment,Enterprise,4269.9,6472,United States,OPP-95649,Anya Petrov,Brian Nakamura,West,NovaPulse Starter,NovaPulse,550,Won,2023-12-28,2024-05-09,568.0,,CRM
ACCT-025,PineRidge Global,Retail,Enterprise,5158.71,17479,Japan,OPP-94696,Carlos Rivera,Rachel Torres,East,NovaEdge Advanced,NovaEdge,3393,Won,2024-09-20,2024-09-28,3786.0,,CRM
ACCT-078,NovaCrest Workforce,Professional Services,Enterprise,2871.35,9561,United States,OPP-22899,Oliver Dubois,Brian Nakamura,West,NovaPulse Starter,NovaPulse,550,Won,2024-03-15,2024-03-29,549.0,,CRM
ACCT-013,GreenField Tech,Technology,Large,1520.66,1806,United States,OPP-17944,Marcus Webb,David Kim,Central,NovaPulse Starter,NovaPulse,550,Won,2024-02-10,2024-02-22,657.0,,CRM
ACCT-068,DuskValley Trading,Retail,Medium,167.89,493,Romania,OPP-62772,Ethan Clarke,Rachel Torres,East,NovaPulse Standard,NovaPulse,1096,Won,2024-01-31,2024-04-21,1145.0,,CRM
ACCT-082,RavenCroft Studios,Media & Entertainment,Medium,324.19,978,United States,OPP-54473,Oliver Dubois,Brian Nakamura,West,NovaPulse Standard,NovaPulse,1096,Won,2024-05-26,2024-09-18,1043.0,,CRM
ACCT-062,StoneHarbor Medical,Healthcare,Enterprise,2818.38,6290,United States,OPP-24322,Finn O'Brien,Michael Chen,East,NovaEdge Advanced,NovaEdge,3393,Won,2023-11-11,2024-04-26,2981.0,,CRM
ACCT-040,XenonGrid Retail,Retail,Large,1388.67,3583,United States,OPP-42591,Oliver Dubois,Brian Nakamura,West,NovaPulse Starter,NovaPulse,550,Won,2023-12-05,2024-04-05,567.0,,CRM
ACCT-011,Falcon Software,Software,Large,2714.9,2641,United States,OPP-35112,Maya Chen,Sarah Mitchell,Central,NovaPulse Starter,NovaPulse,550,Won,2023-12-06,2024-04-25,522.0,,CRM
ACCT-071,GraniteShore Retail,Retail,Medium,332.43,799,United States,OPP-34931,Marcus Webb,David Kim,Central,NovaPulse Starter,NovaPulse,550,Won,2024-06-11,2024-06-21,617.0,,CRM
ACCT-045,CedarPoint Medical,Healthcare,Enterprise,2741.37,9226,United States,OPP-80292,Grace Adeyemi,Amanda Foster,West,NovaPulse Ultimate,NovaPulse,26768,Won,2024-02-21,2024-05-02,27385.0,,CRM
ACCT-018,LakeView Software,Software,Enterprise,4618.0,10083,United States,OPP-68800,Owen McCarthy,David Kim,Central,NovaPulse Professional,NovaPulse,4821,Won,2023-07-29,2024-01-11,4511.0,,CRM
ACCT-028,SilverLine Tech,Technology,Large,1223.72,2497,Norway,OPP-28373,Maya Chen,Sarah Mitchell,Central,NovaPulse Enterprise,NovaPulse,5482,Won,2023-12-10,2024-04-22,6023.0,,CRM
ACCT-080,PebbleBrook Retail,Retail,Small,71.12,144,United States,OPP-65296,Nadia Volkov,Rachel Torres,East,NovaPulse Starter,NovaPulse,550,Won,2024-01-24,2024-04-01,491.0,,CRM
ACCT-065,VoltEdge Finance,Financial Services,Large,1698.2,3798,United States,OPP-34050,Sofia Martinez,Sarah Mitchell,Central,NovaEdge Lite,NovaEdge,55,Won,2024-01-14,2024-01-15,60.0,,CRM
ACCT-035,TrueNorth Electronics,Technology,Enterprise,8170.38,16499,Korea,OPP-46509,Daniel Santos,Brian Nakamura,West,NovaPulse Standard,NovaPulse,1096,Won,2024-01-15,2024-04-25,1214.0,,CRM
ACCT-063,TideWater Retail,Retail,Enterprise,2214.94,5374,United States,OPP-70637,Anya Petrov,Brian Nakamura,West,NovaPulse Starter,NovaPulse,550,Won,2024-03-01,2024-03-24,635.0,,CRM
ACCT-041,YieldMax Software,Software,Enterprise,11698.03,34288,United States,OPP-42742,Ethan Clarke,Rachel Torres,East,NovaPulse Starter,NovaPulse,550,Won,2024-08-29,2025-01-12,644.0,,CRM
ACCT-072,HavenCrest Communications,Telecommunications,Enterprise,5266.09,8595,United States,OPP-19880,Tyler Brooks,David Kim,Central,NovaPulse Enterprise,NovaPulse,5482,Won,2024-05-14,2024-09-06,6193.0,,CRM
ACCT-024,PeakVista Capital,Financial Services,Enterprise,2819.5,7227,United States,OPP-68082,Priya Nair,David Kim,Central,NovaPulse Standard,NovaPulse,1096,Won,2024-01-15,2024-01-28,949.0,,CRM
ACCT-011,Falcon Software,Software,Large,2714.9,2641,United States,OPP-82132,Tyler Brooks,David Kim,Central,NovaPulse Starter,NovaPulse,550,Won,2023-10-06,2024-04-12,565.0,,CRM
ACCT-049,GoldLeaf Services,Business Services,Large,405.59,1179,Brazil,OPP-22833,Yuki Nakamura,Amanda Foster,West,NovaPulse Starter,NovaPulse,550,Won,2024-01-01,2024-04-14,572.0,,CRM
ACCT-004,ClearView Health,Healthcare,Large,587.34,1356,Philipines,OPP-16630,Maya Chen,Sarah Mitchell,Central,NovaEdge Lite,NovaEdge,55,Won,2024-03-21,2024-05-14,63.0,,CRM
ACCT-025,PineRidge Global,Retail,Enterprise,5158.71,17479,Japan,OPP-95477,Finn O'Brien,Michael Chen,East,NovaPulse Starter,NovaPulse,550,Won,2024-08-26,2025-01-24,547.0,,CRM
ACCT-078,NovaCrest Workforce,Professional Services,Enterprise,2871.35,9561,United States,OPP-80855,Yuki Nakamura,Amanda Foster,West,NovaPulse Starter,NovaPulse,550,Won,2023-11-25,2024-03-01,595.0,,CRM
ACCT-072,HavenCrest Communications,Telecommunications,Enterprise,5266.09,8595,United States,OPP-11934,Maya Chen,Sarah Mitchell,Central,NovaPulse Standard,NovaPulse,1096,Won,2023-11-21,2023-12-06,999.0,,CRM
ACCT-078,NovaCrest Workforce,Professional Services,Enterprise,2871.35,9561,United States,OPP-22224,Yuki Nakamura,Amanda Foster,West,NovaEdge Lite,NovaEdge,55,Won,2024-01-06,2024-05-02,58.0,,CRM
ACCT-026,QuartzPoint Trading,Retail,Large,2520.83,3502,United States,OPP-40982,Nadia Volkov,Rachel Torres,East,NovaPulse Professional,NovaPulse,4821,Won,2024-07-11,2024-12-25,4639.0,,CRM
ACCT-006,CrestLine Retail,Retail,Large,497.11,1588,United States,OPP-31798,Oliver Dubois,Brian Nakamura,West,NovaPulse Professional,NovaPulse,4821,Won,2024-05-03,2024-09-13,4966.0,,CRM
ACCT-008,DataStream Analytics,Software,Large,987.39,2253,United States,OPP-63269,James Okafor,Rachel Torres,East,NovaEdge Lite,NovaEdge,55,Won,2023-11-29,2024-05-19,53.0,,CRM
ACCT-029,SkyCrest Telecom,Telecommunications,Small,86.68,187,United States,OPP-73653,Owen McCarthy,David Kim,Central,NovaPulse Enterprise,NovaPulse,5482,Won,2024-01-27,2024-02-04,4955.0,,CRM
ACCT-044,BluePeak Marketing,Marketing & Advertising,Large,375.43,1190,United States,OPP-73092,Maya Chen,Sarah Mitchell,Central,NovaEdge Lite,NovaEdge,55,Won,2024-02-29,2024-04-19,52.0,,CRM
ACCT-032,TerraBloom Services,Business Services,Large,692.19,1922,United States,OPP-38016,Yuki Nakamura,Amanda Foster,West,NovaEdge Lite,NovaEdge,55,Won,2024-05-20,2024-05-21,50.0,,CRM
ACCT-015,IronClad Entertainment,Media & Entertainment,Medium,217.87,551,United States,OPP-62565,Raj Patel,Sarah Mitchell,Central,NovaEdge Advanced,NovaEdge,3393,Won,2024-01-15,2024-01-27,3343.0,,CRM
ACCT-024,PeakVista Capital,Financial Services,Enterprise,2819.5,7227,United States,OPP-17685,Leila Hassan,David Kim,Central,NovaPulse Standard,NovaPulse,1096,Won,2024-05-21,2024-09-14,1157.0,,CRM
ACCT-043,AlphaCore Technologies,Technology,Enterprise,7708.38,13756,United States,OPP-31579,Andre Moreau,Michael Chen,East,NovaPulse Enterprise,NovaPulse,5482,Won,2024-02-28,2024-08-05,5747.0,,CRM
ACCT-002,BioVantage Labs,Healthcare,Medium,251.41,495,United States,OPP-59672,Nadia Volkov,Rachel Torres,East,NovaPulse Professional,NovaPulse,4821,Won,2023-07-21,2023-12-09,4570.0,,CRM
ACCT-034,TitanForge Services,Business Services,Large,792.46,1299,United States,OPP-10282,Daniel Santos,Brian Nakamura,West,NovaPulse Starter,NovaPulse,550,Won,2024-08-05,2024-12-03,454.0,,CRM
ACCT-056,NetPulse Technologies,Technology,Enterprise,2938.67,8775,Panama,OPP-61173,Maya Chen,Sarah Mitchell,Central,NovaEdge Lite,NovaEdge,55,Won,2024-06-10,2024-06-23,59.0,,CRM
ACCT-061,SkyBridge Marketing,Marketing & Advertising,Small,45.39,100,United States,OPP-44760,Raj Patel,Sarah Mitchell,Central,NovaEdge Advanced,NovaEdge,3393,Won,2024-06-25,2024-07-04,3025.0,,CRM
ACCT-038,WestBridge Medical,Healthcare,Large,3178.24,4540,United States,OPP-69638,Sofia Martinez,Sarah Mitchell,Central,NovaEdge Lite,NovaEdge,55,Won,2023-12-21,2024-01-04,47.0,,CRM
ACCT-035,TrueNorth Electronics,Technology,Enterprise,8170.38,16499,Korea,OPP-47388,Noah Kim,Amanda Foster,West,NovaEdge Lite,NovaEdge,55,Won,2024-06-18,2024-09-14,65.0,,CRM
ACCT-036,UltraLink Communications,Telecommunications,Enterprise,6395.05,20275,United States,OPP-65444,Suki Tanaka,Michael Chen,East,NovaPulse Standard,NovaPulse,1096,Won,2024-03-21,2024-03-31,1093.0,,CRM
ACCT-047,EverGlow Studios,Media & Entertainment,Large,665.06,1095,United States,OPP-82845,Ethan Clarke,Rachel Torres,East,NovaEdge Lite,NovaEdge,55,Won,2024-05-10,2024-09-06,55.0,,CRM
ACCT-065,VoltEdge Finance,Financial Services,Large,1698.2,3798,United States,OPP-96752,Tyler Brooks,David Kim,Central,NovaEdge Advanced,NovaEdge,3393,Won,2024-09-20,2024-10-01,3250.0,,CRM
ACCT-085,Horizon Marketing,Marketing & Advertising,Large,2173.98,2928,United States,OPP-73788,Raj Patel,Sarah Mitchell,Central,NovaEdge Advanced,NovaEdge,3393,Won,2024-01-29,2024-02-10,3785.0,,CRM
ACCT-085,Horizon Marketing,Marketing & Advertising,Large,2173.98,2928,United States,OPP-30289,Owen McCarthy,David Kim,Central,NovaPulse Starter,NovaPulse,550,Won,2023-12-28,2024-05-10,491.0,,CRM
ACCT-043,AlphaCore Technologies,Technology,Enterprise,7708.38,13756,United States,OPP-34890,Anya Petrov,Brian Nakamura,West,NovaPulse Starter,NovaPulse,550,Won,2024-12-01,2024-12-24,643.0,,CRM
ACCT-085,Horizon Marketing,Marketing & Advertising,Large,2173.98,2928,United States,OPP-48890,Anika Larsson,Sarah Mitchell,Central,NovaPulse Starter,NovaPulse,550,Won,2024-10-08,2025-01-28,523.0,,CRM
ACCT-006,CrestLine Retail,Retail,Large,497.11,1588,United States,OPP-38534,Noah Kim,Amanda Foster,West,NovaEdge Lite,NovaEdge,55,Won,2024-05-05,2024-05-20,51.0,,CRM
ACCT-059,QuantumShift Tech,Technology,Large,1008.06,1238,United States,OPP-17665,Raj Patel,Sarah Mitchell,Central,NovaPulse Standard,NovaPulse,1096,Won,2023-12-16,2024-04-25,1184.0,,CRM
ACCT-038,WestBridge Medical,Healthcare,Large,3178.24,4540,United States,OPP-85914,Sofia Martinez,Sarah Mitchell,Central,NovaEdge Lite,NovaEdge,55,Won,2024-08-15,2024-08-29,61.0,,CRM
ACCT-006,CrestLine Retail,Retail,Large,497.11,1588,United States,OPP-81066,Liam Porter,Amanda Foster,West,NovaEdge Advanced,NovaEdge,3393,Won,2024-08-27,2025-01-28,3302.0,,CRM
ACCT-024,PeakVista Capital,Financial Services,Enterprise,2819.5,7227,United States,OPP-17989,Raj Patel,Sarah Mitchell,Central,NovaEdge Advanced,NovaEdge,3393,Won,2024-11-18,2024-12-13,2968.0,,CRM
ACCT-057,OmniReach Telecom,Telecommunications,Large,1188.42,3015,United States,OPP-51104,Chloe Bergman,Brian Nakamura,West,NovaPulse Standard,NovaPulse,1096,Won,2024-01-22,2024-01-24,1109.0,,CRM
ACCT-035,TrueNorth Electronics,Technology,Enterprise,8170.38,16499,Korea,OPP-17492,Noah Kim,Amanda Foster,West,NovaEdge Lite,NovaEdge,55,Won,2024-04-28,2024-05-16,53.0,,CRM
ACCT-066,WillowBrook Staffing,Professional Services,Medium,291.27,586,United States,OPP-16572,Maya Chen,Sarah Mitchell,Central,NovaEdge Advanced,NovaEdge,3393,Won,2023-07-19,2024-01-04,3647.0,,CRM
ACCT-041,YieldMax Software,Software,Enterprise,11698.03,34288,United States,OPP-86569,Fatima Al-Rashid,Amanda Foster,West,NovaPulse Ultimate,NovaPulse,26768,Won,2024-04-04,2024-08-10,25791.0,,CRM
ACCT-008,DataStream Analytics,Software,Large,987.39,2253,United States,OPP-72493,James Okafor,Rachel Torres,East,NovaEdge Advanced,NovaEdge,3393,Lost,2024-04-12,2024-05-05,0.0,No Decision Made,CRM
ACCT-072,HavenCrest Communications,Telecommunications,Enterprise,5266.09,8595,United States,OPP-79615,Derek Johnson,Sarah Mitchell,Central,NovaEdge Advanced,NovaEdge,3393,Lost,2024-10-09,2024-10-21,0.0,Competitor Won,CRM
ACCT-041,YieldMax Software,Software,Enterprise,11698.03,34288,United States,OPP-17455,Yuki Nakamura,Amanda Foster,West,NovaPulse Starter,NovaPulse,550,Lost,2024-07-23,2024-08-06,0.0,No Decision Made,CRM
ACCT-084,TangleRoot Medical,Healthcare,Large,441.08,1210,United States,OPP-20500,Sofia Martinez,Sarah Mitchell,Central,NovaEdge Advanced,NovaEdge,3393,Lost,2024-06-20,2024-08-20,0.0,Competitor Won,CRM
ACCT-034,TitanForge Services,Business Services,Large,792.46,1299,United States,OPP-18981,Fatima Al-Rashid,Amanda Foster,West,NovaEdge Lite,NovaEdge,55,Lost,2023-12-23,2024-03-18,0.0,No Decision Made,CRM
ACCT-082,RavenCroft Studios,Media & Entertainment,Medium,324.19,978,United States,OPP-18907,Anya Petrov,Brian Nakamura,West,NovaPulse Starter,NovaPulse,550,Lost,2024-04-05,2024-07-08,0.0,Competitor Won,CRM
ACCT-035,TrueNorth Electronics,Technology,Enterprise,8170.38,16499,Korea,OPP-62923,Chloe Bergman,Brian Nakamura,West,NovaPulse Starter,NovaPulse,550,Lost,2024-01-08,2024-01-18,0.0,Budget Constraints,CRM
ACCT-010,EliteWave Media,Media & Entertainment,Enterprise,4269.9,6472,United States,OPP-84668,Oliver Dubois,Brian Nakamura,West,NovaPulse Starter,NovaPulse,550,Lost,2024-10-23,2024-10-26,0.0,Competitor Won,CRM
ACCT-046,DawnBreak Pharma,Healthcare,Large,1618.89,3889,United States,OPP-85880,Mei Lin Zhang,Brian Nakamura,West,NovaPulse Enterprise,NovaPulse,5482,Lost,2023-11-29,2024-04-12,0.0,No Decision Made,CRM
ACCT-084,TangleRoot Medical,Healthcare,Large,441.08,1210,United States,OPP-15209,Derek Johnson,Sarah Mitchell,Central,NovaEdge Lite,NovaEdge,55,Lost,2024-09-14,2024-11-16,0.0,No Decision Made,CRM
ACCT-066,WillowBrook Staffing,Professional Services,Medium,291.27,586,United States,OPP-20745,Derek Johnson,Sarah Mitchell,Central,NovaEdge Lite,NovaEdge,55,Lost,2024-11-05,2024-11-06,0.0,Poor Product Fit,CRM
ACCT-022,NorthStar Finance,Financial Services,Large,1102.43,1759,United States,OPP-96163,Derek Johnson,Sarah Mitchell,Central,NovaEdge Advanced,NovaEdge,3393,Lost,2024-07-30,2024-11-30,0.0,No Decision Made,CRM
ACCT-022,NorthStar Finance,Financial Services,Large,1102.43,1759,United States,OPP-84085,Priya Nair,David Kim,Central,NovaEdge Advanced,NovaEdge,3393,Lost,2024-08-08,2025-01-08,0.0,No Decision Made,CRM
ACCT-035,TrueNorth Electronics,Technology,Enterprise,8170.38,16499,Korea,OPP-51467,Sofia Martinez,Sarah Mitchell,Central,NovaEdge Lite,NovaEdge,55,Lost,2024-09-23,2024-10-05,0.0,Timing Not Right,CRM
ACCT-077,MoonRise Entertainment,Media & Entertainment,Enterprise,3838.39,8274,United States,OPP-36772,Finn O'Brien,Michael Chen,East,NovaEdge Advanced,NovaEdge,3393,Lost,2025-01-15,2025-01-26,0.0,Timing Not Right,CRM
ACCT-055,MossCreek Retail,Retail,Large,1419.98,4018,United States,OPP-41285,Finn O'Brien,Michael Chen,East,NovaPulse Professional,NovaPulse,4821,Lost,2024-12-29,2025-01-18,0.0,Timing Not Right,CRM
ACCT-017,KeyStone Innovations,Technology,Large,1712.68,3194,United States,OPP-61876,Finn O'Brien,Michael Chen,East,NovaEdge Advanced,NovaEdge,3393,Lost,2024-03-13,2024-03-21,0.0,Competitor Won,CRM
ACCT-027,RiverStone Imports,Retail,Large,894.33,1635,Italy,OPP-98039,Sofia Martinez,Sarah Mitchell,Central,NovaEdge Lite,NovaEdge,55,Lost,2024-06-18,2024-11-12,0.0,Timing Not Right,CRM
ACCT-041,YieldMax Software,Software,Enterprise,11698.03,34288,United States,OPP-69929,Chloe Bergman,Brian Nakamura,West,NovaPulse Enterprise,NovaPulse,5482,Lost,2024-10-30,2024-11-06,0.0,Timing Not Right,CRM
ACCT-050,HighTower Consulting,Business Services,Large,1012.72,3492,Germany,OPP-19508,Noah Kim,Amanda Foster,West,NovaEdge Advanced,NovaEdge,3393,Lost,2024-04-08,2024-08-01,0.0,Budget Constraints,CRM
ACCT-039,WindRiver Electronics,Technology,Large,527.11,1428,United States,OPP-70068,Amira Diallo,Michael Chen,East,NovaPulse Enterprise,NovaPulse,5482,Lost,2024-06-07,2024-06-09,0.0,No Decision Made,CRM
ACCT-011,Falcon Software,Software,Large,2714.9,2641,United States,OPP-83792,Sofia Martinez,Sarah Mitchell,Central,NovaEdge Advanced,NovaEdge,3393,Lost,2023-12-13,2023-12-19,0.0,Budget Constraints,CRM
ACCT-059,QuantumShift Tech,Technology,Large,1008.06,1238,United States,OPP-19602,Marcus Webb,David Kim,Central,NovaPulse Starter,NovaPulse,550,Lost,2023-08-26,2023-12-14,0.0,No Decision Made,CRM
ACCT-010,EliteWave Media,Media & Entertainment,Enterprise,4269.9,6472,United States,OPP-37938,Anya Petrov,Brian Nakamura,West,NovaPulse Starter,NovaPulse,550,Lost,2024-08-24,2024-11-26,0.0,No Decision Made,CRM
ACCT-031,SummitEdge Marketing,Marketing & Advertising,Enterprise,2952.73,5107,United States,OPP-44760,Yuki Nakamura,Amanda Foster,West,NovaPulse Enterprise,NovaPulse,5482,Lost,2024-05-16,2024-05-26,0.0,Competitor Won,CRM
ACCT-032,TerraBloom Services,Business Services,Large,692.19,1922,United States,OPP-55745,Grace Adeyemi,Amanda Foster,West,NovaEdge Advanced,NovaEdge,3393,Lost,2024-02-05,2024-02-07,0.0,Budget Constraints,CRM
ACCT-002,BioVantage Labs,Healthcare,Medium,251.41,495,United States,OPP-42018,Carlos Rivera,Rachel Torres,East,NovaEdge Advanced,NovaEdge,3393,Lost,2024-05-23,2024-06-04,0.0,Timing Not Right,CRM
ACCT-001,Apex Dynamics,Technology,Large,1100.04,2822,United States,OPP-47353,Carlos Rivera,Rachel Torres,East,NovaPulse Professional,NovaPulse,4821,Lost,2024-11-19,2024-12-08,0.0,Competitor Won,CRM
ACCT-055,MossCreek Retail,Retail,Large,1419.98,4018,United States,OPP-67433,Victor Tang,Michael Chen,East,NovaPulse Standard,NovaPulse,1096,Lost,2024-05-26,2024-06-10,0.0,No Decision Made,CRM
ACCT-060,RedCedar Software,Software,Enterprise,6354.87,16780,United States,OPP-49651,Daniel Santos,Brian Nakamura,West,NovaPulse Starter,NovaPulse,550,Lost,2024-03-06,2024-03-15,0.0,No Decision Made,CRM
ACCT-063,TideWater Retail,Retail,Enterprise,2214.94,5374,United States,OPP-95717,Anya Petrov,Brian Nakamura,West,NovaPulse Standard,NovaPulse,1096,Lost,2024-06-03,2024-08-01,0.0,No Decision Made,CRM
ACCT-053,KaleidoScope Retail,Retail,Large,2437.85,4874,United States,OPP-11025,Yuki Nakamura,Amanda Foster,West,NovaPulse Starter,NovaPulse,550,Lost,2024-05-24,2024-09-09,0.0,No Decision Made,CRM
ACCT-061,SkyBridge Marketing,Marketing & Advertising,Small,45.39,100,United States,OPP-49240,Derek Johnson,Sarah Mitchell,Central,NovaEdge Lite,NovaEdge,55,Lost,2024-05-17,2024-08-13,0.0,Budget Constraints,CRM
ACCT-029,SkyCrest Telecom,Telecommunications,Small,86.68,187,United States,OPP-27601,Owen McCarthy,David Kim,Central,NovaPulse Professional,NovaPulse,4821,Lost,2023-11-19,2024-03-17,0.0,Timing Not Right,CRM
ACCT-073,IndigoVault Finance,Financial Services,Enterprise,2022.14,5113,United States,OPP-25129,Ethan Clarke,Rachel Torres,East,NovaPulse Standard,NovaPulse,1096,Lost,2024-10-12,2024-10-23,0.0,Budget Constraints,CRM
ACCT-076,LionGate Holdings,Financial Services,Enterprise,7537.24,20293,United States,OPP-82512,Anya Petrov,Brian Nakamura,West,NovaEdge Lite,NovaEdge,55,Lost,2024-03-01,2024-03-11,0.0,Competitor Won,CRM
ACCT-022,NorthStar Finance,Financial Services,Large,1102.43,1759,United States,OPP-45697,Owen McCarthy,David Kim,Central,NovaPulse Standard,NovaPulse,1096,Lost,2023-12-13,2024-03-15,0.0,Timing Not Right,CRM
ACCT-072,HavenCrest Communications,Telecommunications,Enterprise,5266.09,8595,United States,OPP-89276,Maya Chen,Sarah Mitchell,Central,NovaEdge Lite,NovaEdge,55,Lost,2024-08-24,2025-01-11,0.0,Competitor Won,CRM
ACCT-064,UrbanLink Telecom,Telecommunications,Enterprise,1699.85,5108,United States,OPP-54942,Grace Adeyemi,Amanda Foster,West,NovaEdge Lite,NovaEdge,55,Lost,2024-06-06,2024-06-21,0.0,Competitor Won,CRM
ACCT-009,EaglePoint Commerce,Retail,Large,718.62,2448,United States,OPP-93130,Leila Hassan,David Kim,Central,NovaPulse Standard,NovaPulse,1096,Lost,2024-06-20,2024-06-23,0.0,Timing Not Right,CRM
ACCT-020,MapleCrest Retail,Retail,Enterprise,4968.91,7523,United States,OPP-76244,Oliver Dubois,Brian Nakamura,West,NovaPulse Starter,NovaPulse,550,Lost,2024-04-15,2024-07-02,0.0,Poor Product Fit,CRM
ACCT-007,CyberNova Systems,Technology,Large,1242.32,3027,United States,OPP-42914,Victor Tang,Michael Chen,East,NovaPulse Professional,NovaPulse,4821,Lost,2024-10-21,2024-11-02,0.0,Budget Constraints,CRM
ACCT-077,MoonRise Entertainment,Media & Entertainment,Enterprise,3838.39,8274,United States,OPP-22097,Hannah Lee,Rachel Torres,East,NovaPulse Enterprise,NovaPulse,5482,Lost,2024-06-13,2024-06-30,0.0,Poor Product Fit,CRM
ACCT-021,MeridianComm,Telecommunications,Enterprise,1825.82,5595,United States,OPP-46265,Noah Kim,Amanda Foster,West,NovaEdge Lite,NovaEdge,55,Lost,2024-11-23,2025-01-21,0.0,Budget Constraints,CRM
ACCT-035,TrueNorth Electronics,Technology,Enterprise,8170.38,16499,Korea,OPP-10464,Raj Patel,Sarah Mitchell,Central,NovaPulse Starter,NovaPulse,550,Lost,2024-01-08,2024-01-21,0.0,Timing Not Right,CRM
ACCT-007,CyberNova Systems,Technology,Large,1242.32,3027,United States,OPP-27146,Suki Tanaka,Michael Chen,East,NovaEdge Advanced,NovaEdge,3393,Lost,2024-04-26,2024-05-14,0.0,Timing Not Right,CRM
ACCT-027,RiverStone Imports,Retail,Large,894.33,1635,Italy,OPP-31178,Raj Patel,Sarah Mitchell,Central,NovaEdge Advanced,NovaEdge,3393,Lost,2024-10-23,2024-11-01,0.0,Poor Product Fit,CRM
ACCT-062,StoneHarbor Medical,Healthcare,Enterprise,2818.38,6290,United States,OPP-82309,Suki Tanaka,Michael Chen,East,NovaPulse Enterprise,NovaPulse,5482,Lost,2024-08-23,2024-12-14,0.0,Poor Product Fit,CRM
ACCT-013,GreenField Tech,Technology,Large,1520.66,1806,United States,OPP-83519,Derek Johnson,Sarah Mitchell,Central,NovaPulse Starter,NovaPulse,550,Lost,2024-10-14,2024-10-22,0.0,Budget Constraints,CRM
ACCT-043,AlphaCore Technologies,Technology,Enterprise,7708.38,13756,United States,OPP-24663,Nadia Volkov,Rachel Torres,East,NovaPulse Standard,NovaPulse,1096,Lost,2024-10-19,2024-10-29,0.0,Budget Constraints,CRM
ACCT-006,CrestLine Retail,Retail,Large,497.11,1588,United States,OPP-29536,Anya Petrov,Brian Nakamura,West,NovaPulse Standard,NovaPulse,1096,Lost,2024-07-11,2024-12-10,0.0,No Decision Made,CRM
ACCT-004,ClearView Health,Healthcare,Large,587.34,1356,Philipines,OPP-14722,Owen McCarthy,David Kim,Central,NovaPulse Professional,NovaPulse,4821,Lost,2024-06-04,2024-06-20,0.0,Timing Not Right,CRM
ACCT-060,RedCedar Software,Software,Enterprise,6354.87,16780,United States,OPP-86350,Daniel Santos,Brian Nakamura,West,NovaPulse Starter,NovaPulse,550,Lost,2024-01-25,2024-02-03,0.0,No Decision Made,CRM
ACCT-023,OakBridge Staffing,Professional Services,Large,2059.9,3644,United States,OPP-29410,Oliver Dubois,Brian Nakamura,West,NovaPulse Starter,NovaPulse,550,Lost,2023-09-13,2023-12-24,0.0,Poor Product Fit,CRM
ACCT-063,TideWater Retail,Retail,Enterprise,2214.94,5374,United States,OPP-26704,Anya Petrov,Brian Nakamura,West,NovaPulse Starter,NovaPulse,550,Lost,2024-04-14,2024-08-17,0.0,Budget Constraints,CRM
ACCT-042,ZenithMart,Retail,Large,702.72,1831,United States,OPP-50404,Ethan Clarke,Rachel Torres,East,NovaEdge Lite,NovaEdge,55,Lost,2024-06-21,2024-06-30,0.0,Timing Not Right,CRM
ACCT-007,CyberNova Systems,Technology,Large,1242.32,3027,United States,OPP-15229,Amira Diallo,Michael Chen,East,NovaEdge Advanced,NovaEdge,3393,Lost,2024-05-13,2024-05-23,0.0,Timing Not Right,CRM
ACCT-043,AlphaCore Technologies,Technology,Enterprise,7708.38,13756,United States,OPP-37535,Finn O'Brien,Michael Chen,East,NovaPulse Professional,NovaPulse,4821,Lost,2024-01-11,2024-01-14,0.0,Competitor Won,CRM
ACCT-077,MoonRise Entertainment,Media & Entertainment,Enterprise,3838.39,8274,United States,OPP-97416,Amira Diallo,Michael Chen,East,NovaEdge Advanced,NovaEdge,3393,Lost,2024-07-19,2024-12-10,0.0,Budget Constraints,CRM
ACCT-040,XenonGrid Retail,Retail,Large,1388.67,3583,United States,OPP-56357,Daniel Santos,Brian Nakamura,West,NovaPulse Standard,NovaPulse,1096,Lost,2023-10-26,2024-04-21,0.0,No Decision Made,CRM
