account_id,lead_id,campaign_name,campaign_channel,campaign_date,funnel_stage,customer_segment,annual_income,household_size,days_since_last_engagement,product_spend_tier1,product_spend_tier2,product_spend_tier3,campaign_spend,revenue_attributed,web_visits_per_month,campaign_response,Mkt_Src_Cd,complaint_flag,data_source
ACCT-012,LEAD-02937,Enterprise Expansion,Partner Referral,2024-03-04,Qualified Lead,Enterprise,68352.0,2,47,614,132,33,9770.02,0.0,6,0,CA,0,Marketing
ACCT-061,LEAD-00203,Digital Retarget,Partner Referral,2023-10-08,Qualified Lead,Growth,81169.0,1,47,1288,613,27,3741.1,0.0,2,0,ES,0,Marketing
ACCT-009,LEAD-02021,Digital Retarget,Partner Referral,2023-09-19,Qualified Lead,Professional,61456.0,2,47,563,384,89,9571.79,0.0,4,0,ES,0,Marketing
ACCT-015,LEAD-00880,Year-End Accelerator,Organic Search,2023-07-05,Lead,Starter,22634.0,1,47,2,11,46,2269.2,0.0,8,0,ES,0,Marketing
ACCT-056,LEAD-00524,Q3 Growth Sprint,Organic Search,2023-07-05,Lead,Starter,22634.0,1,47,2,11,46,2504.46,0.0,8,0,AU,0,Marketing
ACCT-012,LEAD-10837,Digital Retarget,Organic Search,2023-04-08,Lead,Professional,23957.0,2,47,2,18,16,1024.48,110.61,6,1,CA,0,Marketing
ACCT-049,LEAD-07011,Enterprise Expansion,Organic Search,2023-03-22,Lead,Professional,33471.0,2,47,43,27,12,2321.2,0.0,7,0,SA,0,Marketing
ACCT-015,LEAD-04184,Q3 Growth Sprint,Email,2025-01-07,Qualified Lead,Enterprise,52157.0,2,48,189,29,40,790.6,0.0,4,0,ES,0,Marketing
ACCT-056,LEAD-07679,Digital Retarget,Email,2024-12-17,Prospect,Enterprise,30298.0,1,48,6,12,0,1013.5,0.0,3,0,ES,0,Marketing
ACCT-012,LEAD-07485,Enterprise Expansion,Email,2024-12-04,Lead,Enterprise,56551.0,3,48,67,32,16,1957.87,0.0,4,0,SA,0,Marketing
ACCT-061,LEAD-07530,NovaPulse Launch,Email,2024-12-04,Lead,Enterprise,56551.0,3,48,67,32,16,727.35,0.0,4,0,ES,0,Marketing
ACCT-003,LEAD-04369,NovaEdge Awareness,Partner Referral,2024-07-29,Qualified Lead,Growth,65487.0,1,48,240,500,163,9124.5,0.0,2,0,CA,0,Marketing
ACCT-061,LEAD-10652,Q3 Growth Sprint,Partner Referral,2024-07-29,Qualified Lead,Growth,65487.0,1,48,240,500,163,12704.3,0.0,2,0,CA,0,Marketing
ACCT-012,LEAD-00286,Year-End Accelerator,Organic Search,2024-06-14,Lead,Professional,44213.0,3,48,95,35,7,2087.01,0.0,6,0,ES,0,Marketing
ACCT-012,LEAD-05922,NovaPulse Launch,Organic Search,2024-04-24,Qualified Lead,Enterprise,40344.0,2,48,210,6,2,2296.37,0.0,7,0,ES,0,Marketing
ACCT-012,LEAD-07250,Q3 Growth Sprint,Partner Referral,2024-04-10,Qualified Lead,Professional,57867.0,2,48,344,178,17,8481.58,0.0,6,0,CA,0,Marketing
ACCT-052,LEAD-02478,NovaPulse Launch,Email,2024-03-08,Prospect,Professional,25410.0,2,48,2,4,4,644.34,0.0,4,0,ES,0,Marketing
ACCT-005,LEAD-01160,Q3 Growth Sprint,Organic Search,2024-02-28,Prospect,Professional,13260.0,3,48,9,17,7,2118.32,0.0,8,0,ES,0,Marketing
ACCT-012,LEAD-09214,Year-End Accelerator,Partner Referral,2024-02-20,Qualified Lead,Professional,42691.0,1,48,179,64,58,12682.98,0.0,5,0,ES,0,Marketing
ACCT-012,LEAD-00273,Enterprise Expansion,Organic Search,2024-01-18,Opportunity,Growth,36138.0,3,48,130,16,5,3031.48,258.92,7,1,DE,0,Marketing
ACCT-012,LEAD-00851,Digital Retarget,Partner Referral,2024-01-10,Qualified Lead,Growth,57136.0,3,48,306,109,92,12797.44,0.0,6,0,CA,0,Marketing
ACCT-114,LEAD-09729,Enterprise Expansion,Paid Social,2023-12-01,Qualified Lead,Professional,58275.0,3,48,189,253,64,9458.04,0.0,7,0,DE,0,Marketing
ACCT-108,LEAD-09665,Digital Retarget,Organic Search,2023-10-23,Qualified Lead,Enterprise,54237.0,2,48,267,30,57,2524.09,0.0,6,0,SA,0,Marketing
ACCT-080,LEAD-02620,Digital Retarget,Organic Search,2023-10-07,Prospect,Enterprise,34596.0,2,48,14,2,7,658.51,37.9,8,1,SA,0,Marketing
ACCT-033,LEAD-08254,Year-End Accelerator,Organic Search,2023-10-07,Prospect,Enterprise,34596.0,2,48,14,2,7,723.16,0.0,8,0,DE,0,Marketing
ACCT-048,LEAD-03852,NovaPulse Launch,Partner Referral,2023-08-29,Qualified Lead,Growth,74881.0,3,48,505,270,54,14929.48,0.0,5,0,IN,0,Marketing
ACCT-061,LEAD-01000,Year-End Accelerator,Partner Referral,2023-08-29,Qualified Lead,Growth,74881.0,3,48,505,270,54,14214.99,0.0,5,0,ES,0,Marketing
ACCT-030,LEAD-03099,Enterprise Expansion,Paid Social,2023-08-17,Qualified Lead,Professional,44267.0,3,48,183,65,49,2690.19,0.0,9,0,ES,0,Marketing
ACCT-085,LEAD-06318,NovaPulse Launch,Partner Referral,2023-07-01,Qualified Lead,Professional,68487.0,1,48,758,385,89,14205.31,0.0,4,0,CA,0,Marketing
ACCT-103,LEAD-05396,Q3 Growth Sprint,Partner Referral,2023-07-01,Qualified Lead,Professional,68487.0,1,48,758,385,89,3380.82,0.0,4,0,AU,0,Marketing
ACCT-012,LEAD-07966,Year-End Accelerator,Partner Referral,2023-06-26,Qualified Lead,Professional,80982.0,3,48,505,401,22,7906.4,0.0,5,0,ES,1,Marketing
ACCT-012,LEAD-00454,Year-End Accelerator,Partner Referral,2023-04-27,Qualified Lead,Professional,69508.0,2,48,824,162,43,12227.66,0.0,6,0,SA,0,Marketing
ACCT-012,LEAD-00309,Enterprise Expansion,Paid Social,2023-03-26,Closed Won,Enterprise,63342.0,2,48,918,118,21,9658.28,2721.49,6,1,SA,0,Marketing
ACCT-107,LEAD-03571,Enterprise Expansion,Paid Social,2023-03-26,Closed Won,Enterprise,63342.0,2,48,918,118,21,8458.81,1922.86,6,1,ES,0,Marketing
ACCT-014,LEAD-08395,Digital Retarget,Partner Referral,2023-01-23,Closed Won,Professional,82014.0,1,48,980,265,31,14914.28,2564.5,6,1,SA,0,Marketing
ACCT-012,LEAD-02591,Digital Retarget,Paid Social,2025-01-23,Qualified Lead,Professional,76320.0,2,49,526,214,35,10696.2,0.0,2,0,US,0,Marketing
ACCT-024,LEAD-01640,Q3 Growth Sprint,Email,2025-01-23,Lead,Professional,64587.0,3,49,66,16,20,2766.92,0.0,3,0,ES,0,Marketing
ACCT-022,LEAD-00810,NovaPulse Launch,Partner Referral,2024-12-09,Qualified Lead,Professional,74190.0,2,49,151,86,64,7507.75,0.0,2,0,ES,0,Marketing
ACCT-052,LEAD-09423,Enterprise Expansion,Email,2024-09-15,Prospect,Growth,32765.0,2,49,13,17,3,2206.83,0.0,5,0,ES,0,Marketing
ACCT-026,LEAD-04345,NovaEdge Awareness,Organic Search,2024-08-01,Prospect,Standard,,3,49,5,9,4,2816.27,0.0,7,0,AU,0,Marketing
ACCT-067,LEAD-00089,Digital Retarget,Organic Search,2024-06-25,Lead,Standard,22212.0,2,49,5,20,21,2387.55,0.0,6,0,SA,0,Marketing
ACCT-002,LEAD-05294,Q3 Growth Sprint,Organic Search,2024-06-04,Lead,Professional,18358.0,2,49,6,19,4,2787.37,0.0,7,0,ES,0,Marketing
ACCT-037,LEAD-01321,NovaEdge Awareness,Organic Search,2024-05-17,Lead,Professional,26067.0,2,49,22,18,12,1717.19,0.0,8,0,CA,0,Marketing
ACCT-061,LEAD-02686,Year-End Accelerator,Organic Search,2024-05-02,Prospect,Starter,22390.0,1,49,0,4,5,1124.66,0.0,7,0,AU,0,Marketing
ACCT-012,LEAD-01215,NovaPulse Launch,Direct Mail,2024-04-18,Closed Won,Professional,70440.0,1,49,690,499,88,4992.18,2967.14,3,1,ES,0,Marketing
ACCT-030,LEAD-09283,NovaEdge Awareness,Email,2024-03-21,Prospect,Professional,60199.0,4,49,8,7,0,2319.65,0.0,4,0,CA,0,Marketing
ACCT-014,LEAD-03120,NovaPulse Launch,Organic Search,2024-03-04,Prospect,Professional,38547.0,2,49,6,10,4,1279.42,0.0,8,0,CA,1,Marketing
ACCT-012,LEAD-05868,NovaPulse Launch,Organic Search,2024-02-27,Prospect,Professional,19107.0,2,49,2,9,16,512.16,0.0,7,0,CA,0,Marketing
ACCT-014,LEAD-08143,NovaPulse Launch,Organic Search,2024-02-02,Opportunity,Enterprise,37929.0,1,49,202,46,10,579.57,420.79,7,1,ES,0,Marketing
ACCT-061,LEAD-03479,Q3 Growth Sprint,Organic Search,2024-01-21,Prospect,Professional,16813.0,1,49,4,11,13,2857.25,95.39,7,1,CA,0,Marketing
ACCT-012,LEAD-07214,Q3 Growth Sprint,Direct Mail,2024-01-06,Qualified Lead,Professional,62187.0,1,49,792,275,126,4957.57,0.0,3,0,ES,0,Marketing
ACCT-037,LEAD-05543,Enterprise Expansion,Partner Referral,2023-12-25,Closed Won,Professional,57811.0,2,49,545,114,78,12880.33,1220.46,5,1,ES,0,Marketing
ACCT-044,LEAD-09347,Digital Retarget,Email,2023-12-21,Prospect,Growth,50943.0,2,49,31,7,6,1365.4,0.0,5,0,ES,0,Marketing
ACCT-012,LEAD-10160,Q3 Growth Sprint,Email,2023-12-21,Prospect,Growth,50943.0,2,49,31,7,6,1189.12,0.0,5,0,ES,0,Marketing
ACCT-012,LEAD-01406,Q3 Growth Sprint,Paid Social,2023-08-03,Qualified Lead,Professional,53201.0,3,49,280,81,27,11374.1,0.0,7,0,ES,0,Marketing
ACCT-107,LEAD-07019,Digital Retarget,Email,2023-07-12,Qualified Lead,Professional,54414.0,3,49,109,16,18,2312.56,0.0,4,0,SA,0,Marketing
ACCT-081,LEAD-02157,Enterprise Expansion,Organic Search,2023-06-30,Lead,Professional,26290.0,3,49,15,16,22,894.96,0.0,6,0,CA,0,Marketing
ACCT-012,LEAD-08939,Digital Retarget,Partner Referral,2023-06-01,Qualified Lead,Professional,61250.0,2,49,382,65,59,12713.74,0.0,5,0,ES,0,Marketing
ACCT-106,LEAD-10250,Q3 Growth Sprint,Organic Search,2023-05-04,Prospect,Starter,28389.0,1,49,1,3,8,1967.34,0.0,7,0,ES,0,Marketing
ACCT-112,LEAD-01272,NovaPulse Launch,Partner Referral,2023-04-01,Qualified Lead,Growth,55250.0,2,49,664,83,66,12192.64,0.0,5,0,AU,0,Marketing
ACCT-012,LEAD-03007,NovaEdge Awareness,Organic Search,2023-03-13,Prospect,Professional,37758.0,3,49,27,10,1,3593.15,0.0,8,0,IN,0,Marketing
ACCT-012,LEAD-05513,Digital Retarget,Organic Search,2023-03-13,Prospect,Professional,37758.0,3,49,27,10,1,554.76,0.0,8,0,ES,0,Marketing
ACCT-080,LEAD-00679,NovaEdge Awareness,Organic Search,2023-02-26,Prospect,Enterprise,37633.0,3,49,13,20,1,1221.29,0.0,9,0,ES,0,Marketing
ACCT-054,LEAD-08876,Q3 Growth Sprint,Organic Search,2023-01-10,Lead,Enterprise,33629.0,3,49,132,16,4,853.14,0.0,9,0,ES,0,Marketing
ACCT-001,LEAD-10827,Enterprise Expansion,Organic Search,2023-01-09,Lead,Enterprise,36947.0,3,49,88,21,29,617.52,0.0,9,0,AU,0,Marketing
ACCT-012,LEAD-07300,Enterprise Expansion,Paid Social,2025-01-31,Closed Won,Professional,69142.0,2,50,448,34,39,7977.85,1131.14,5,1,IN,0,Marketing
ACCT-084,LEAD-04268,Q3 Growth Sprint,Email,2025-01-09,Lead,Professional,53154.0,2,50,129,21,7,621.69,0.0,4,0,US,0,Marketing
ACCT-081,LEAD-04603,NovaEdge Awareness,Partner Referral,2024-08-21,Qualified Lead,Enterprise,65695.0,2,50,371,189,6,11886.49,0.0,4,0,ES,0,Marketing
ACCT-016,LEAD-08659,NovaEdge Awareness,Partner Referral,2024-08-10,Qualified Lead,Enterprise,69805.0,2,50,750,174,20,7827.18,0.0,2,0,DE,0,Marketing
ACCT-057,LEAD-10708,Year-End Accelerator,Organic Search,2024-07-15,Prospect,Standard,36975.0,2,50,10,11,2,1320.19,0.0,7,0,ES,0,Marketing
ACCT-012,LEAD-01176,NovaPulse Launch,Organic Search,2024-04-01,Prospect,Professional,26228.0,2,50,2,4,9,1260.44,0.0,8,0,ES,0,Marketing
ACCT-068,LEAD-10380,NovaPulse Launch,Organic Search,2024-03-29,Lead,Growth,37787.0,2,50,40,40,18,3523.06,0.0,8,0,IN,0,Marketing
ACCT-061,LEAD-07037,Digital Retarget,Partner Referral,2024-02-15,Qualified Lead,Enterprise,37087.0,2,50,194,134,3,3677.33,0.0,6,0,SA,0,Marketing
ACCT-012,LEAD-11096,Q3 Growth Sprint,Partner Referral,2024-02-12,Qualified Lead,Standard,57247.0,2,50,99,32,6,9046.75,0.0,2,0,ES,0,Marketing
ACCT-104,LEAD-06374,Q3 Growth Sprint,Paid Social,2023-11-13,Qualified Lead,Enterprise,36930.0,2,50,223,31,39,4892.63,0.0,8,0,ES,0,Marketing
ACCT-012,LEAD-05552,Q3 Growth Sprint,Organic Search,2023-11-09,Qualified Lead,Growth,48721.0,3,50,81,113,21,3355.25,0.0,6,0,SA,0,Marketing
ACCT-069,LEAD-02245,NovaEdge Awareness,Organic Search,2023-10-17,Lead,Growth,43641.0,3,50,57,51,23,3060.31,0.0,6,0,ES,0,Marketing
ACCT-017,LEAD-06200,Q3 Growth Sprint,Partner Referral,2023-10-02,Qualified Lead,Professional,75903.0,2,50,340,185,100,6826.84,0.0,3,0,ES,0,Marketing
ACCT-080,LEAD-09904,Year-End Accelerator,Partner Referral,2023-09-21,Qualified Lead,Professional,71391.0,2,50,336,274,141,10175.01,0.0,3,0,CA,0,Marketing
ACCT-012,LEAD-10031,Digital Retarget,Organic Search,2023-08-01,Lead,Enterprise,16927.0,3,50,20,23,4,2853.86,0.0,8,0,SA,0,Marketing
ACCT-103,LEAD-06642,NovaPulse Launch,Organic Search,2023-07-12,Lead,Professional,27215.0,4,50,30,22,28,1622.33,0.0,6,0,SA,0,Marketing
ACCT-012,LEAD-10882,Year-End Accelerator,Partner Referral,2023-04-22,Qualified Lead,Professional,53858.0,2,50,407,221,26,6621.17,0.0,4,0,ES,0,Marketing
ACCT-012,LEAD-05636,Digital Retarget,Paid Social,2023-04-22,Opportunity,Professional,30983.0,1,50,51,50,49,3432.6,343.73,8,1,IN,0,Marketing
ACCT-074,LEAD-08692,Year-End Accelerator,Organic Search,2023-02-17,Qualified Lead,Professional,43462.0,3,50,90,97,15,1273.65,0.0,8,0,ES,0,Marketing
ACCT-012,LEAD-08091,Enterprise Expansion,Partner Referral,2023-02-07,Qualified Lead,Professional,63943.0,2,50,423,368,21,6606.01,0.0,5,0,IN,0,Marketing
ACCT-070,LEAD-08080,Year-End Accelerator,Email,2023-01-20,Prospect,Professional,26816.0,1,50,5,6,3,652.39,0.0,4,0,IN,0,Marketing
ACCT-037,LEAD-08370,NovaPulse Launch,Paid Social,2023-01-04,Qualified Lead,Standard,75484.0,2,50,378,259,34,11485.2,0.0,4,0,CA,0,Marketing
ACCT-012,LEAD-04550,Q3 Growth Sprint,Email,2025-01-25,Lead,Growth,33564.0,2,51,61,3,7,2699.28,0.0,5,0,ES,0,Marketing
ACCT-115,LEAD-03381,Enterprise Expansion,Organic Search,2025-01-08,Lead,Growth,54348.0,3,51,70,16,4,3690.52,0.0,6,0,CA,0,Marketing
ACCT-061,LEAD-10556,NovaPulse Launch,Partner Referral,2024-12-22,Opportunity,Professional,54984.0,2,51,173,131,6,10511.92,628.42,7,1,ES,0,Marketing
ACCT-012,LEAD-09467,Digital Retarget,Organic Search,2024-12-08,Prospect,Professional,34738.0,2,51,3,10,2,2234.67,0.0,6,0,ES,0,Marketing
ACCT-012,LEAD-02891,Digital Retarget,Direct Mail,2024-04-29,Qualified Lead,Professional,68118.0,2,51,595,123,154,7819.89,0.0,6,0,US,0,Marketing
ACCT-012,LEAD-05011,NovaEdge Awareness,Direct Mail,2024-04-29,Qualified Lead,Professional,68118.0,2,51,595,123,154,7620.31,0.0,6,0,ES,0,Marketing
ACCT-012,LEAD-08140,Year-End Accelerator,Email,2024-04-13,Lead,Professional,22682.0,2,51,10,29,36,2178.36,0.0,4,0,AU,0,Marketing
ACCT-012,LEAD-11039,Digital Retarget,Paid Social,2024-03-26,Qualified Lead,Professional,51948.0,2,51,82,54,41,9858.05,0.0,5,0,ES,0,Marketing
ACCT-061,LEAD-00078,NovaPulse Launch,Organic Search,2024-03-24,Prospect,Professional,25293.0,2,51,15,11,9,1615.57,0.0,8,0,ES,0,Marketing
ACCT-061,LEAD-05517,Enterprise Expansion,Organic Search,2024-03-24,Prospect,Professional,25293.0,2,51,15,11,9,1957.14,0.0,8,0,AU,0,Marketing
ACCT-012,LEAD-05290,Year-End Accelerator,Organic Search,2024-02-18,Qualified Lead,Enterprise,41551.0,3,51,220,33,23,1022.26,0.0,8,0,CA,0,Marketing
ACCT-012,LEAD-04128,NovaPulse Launch,Partner Referral,2024-01-22,Qualified Lead,Enterprise,56067.0,2,51,517,54,120,7517.52,0.0,5,0,SA,0,Marketing
ACCT-012,LEAD-08534,Enterprise Expansion,Partner Referral,2024-01-18,Closed Won,Professional,67433.0,3,51,615,259,30,12052.99,1801.05,4,1,ES,0,Marketing
ACCT-070,LEAD-09592,Year-End Accelerator,Organic Search,2023-12-31,Prospect,Professional,22010.0,2,51,11,9,8,3472.69,0.0,8,0,ES,0,Marketing
ACCT-081,LEAD-08957,Digital Retarget,Paid Social,2023-12-09,Qualified Lead,Standard,64831.0,3,51,480,249,144,5007.36,0.0,6,0,SA,0,Marketing
ACCT-049,LEAD-09308,Q3 Growth Sprint,Partner Referral,2023-11-07,Qualified Lead,Professional,62820.0,1,51,398,265,53,11490.92,0.0,1,0,SA,0,Marketing
ACCT-061,LEAD-00544,Year-End Accelerator,Partner Referral,2023-11-07,Qualified Lead,Professional,62820.0,1,51,398,265,53,12669.31,0.0,1,0,ES,0,Marketing
ACCT-012,LEAD-05989,NovaEdge Awareness,Partner Referral,2023-10-11,Qualified Lead,Standard,78353.0,2,51,752,476,34,13976.89,0.0,8,0,CA,0,Marketing
ACCT-029,LEAD-00635,Digital Retarget,Paid Social,2023-09-10,Qualified Lead,Growth,57183.0,3,51,464,64,70,7623.86,0.0,8,0,ES,0,Marketing
ACCT-081,LEAD-06673,NovaEdge Awareness,Organic Search,2023-09-10,Lead,Professional,23478.0,1,51,28,27,39,3887.25,0.0,8,0,US,0,Marketing
ACCT-105,LEAD-01710,NovaPulse Launch,Paid Social,2023-08-28,Qualified Lead,Professional,30168.0,2,51,154,66,27,7572.87,0.0,9,0,ES,0,Marketing
ACCT-081,LEAD-00523,NovaEdge Awareness,Email,2023-07-21,Lead,Professional,37155.0,2,51,23,26,3,835.23,0.0,5,0,ES,0,Marketing
ACCT-030,LEAD-08977,NovaEdge Awareness,Email,2023-06-30,Prospect,Starter,16581.0,1,51,1,4,11,1107.15,0.0,4,0,ES,0,Marketing
ACCT-061,LEAD-09736,Year-End Accelerator,Organic Search,2023-06-10,Lead,Professional,41850.0,3,51,53,19,4,1211.68,0.0,8,0,US,0,Marketing
ACCT-104,LEAD-01544,Q3 Growth Sprint,Partner Referral,2023-06-07,Qualified Lead,Growth,81380.0,1,51,741,689,103,10760.47,0.0,2,0,CA,0,Marketing
ACCT-061,LEAD-06575,Digital Retarget,Paid Social,2023-04-07,Qualified Lead,Professional,56386.0,3,51,230,214,75,11222.26,0.0,9,0,SA,0,Marketing
ACCT-029,LEAD-06147,Enterprise Expansion,Organic Search,2023-03-29,Prospect,Professional,25818.0,2,51,5,8,9,3464.97,0.0,7,0,DE,0,Marketing
ACCT-012,LEAD-06354,Digital Retarget,Organic Search,2023-02-04,Prospect,Professional,15345.0,2,51,5,16,19,823.62,100.67,8,1,ES,0,Marketing
ACCT-061,LEAD-04769,Enterprise Expansion,Paid Social,2025-01-19,Opportunity,Growth,57954.0,3,52,456,24,9,3904.82,763.66,7,1,ES,0,Marketing
ACCT-012,LEAD-07540,Year-End Accelerator,Partner Referral,2024-12-23,Qualified Lead,Professional,50300.0,2,52,143,60,5,11084.06,0.0,2,0,ES,0,Marketing
ACCT-061,LEAD-05247,Enterprise Expansion,Email,2024-12-07,Prospect,Enterprise,38725.0,3,52,31,6,5,2007.31,0.0,4,0,ES,0,Marketing
ACCT-081,LEAD-05987,Digital Retarget,Email,2024-12-01,Prospect,Standard,10404.0,2,52,2,11,12,2684.05,0.0,5,0,ES,0,Marketing
ACCT-012,LEAD-09960,NovaPulse Launch,Organic Search,2024-11-26,Prospect,Starter,26868.0,2,52,0,1,2,1158.57,0.0,7,0,SA,0,Marketing
ACCT-012,LEAD-10972,Enterprise Expansion,Partner Referral,2024-10-02,Closed Won,Professional,72298.0,1,52,625,169,35,12140.36,2010.96,1,1,ES,0,Marketing
ACCT-012,LEAD-01399,NovaPulse Launch,Partner Referral,2024-08-10,Closed Won,Professional,72905.0,1,52,407,445,203,9706.21,2762.17,1,1,ES,0,Marketing
ACCT-080,LEAD-02698,Year-End Accelerator,Paid Social,2024-05-21,Qualified Lead,Professional,47025.0,2,52,254,108,26,10694.74,0.0,6,0,US,0,Marketing
ACCT-012,LEAD-06340,Year-End Accelerator,Organic Search,2024-05-09,Prospect,Professional,29938.0,2,52,3,7,11,1665.38,0.0,6,0,SA,0,Marketing
ACCT-014,LEAD-04107,Enterprise Expansion,Direct Mail,2024-04-18,Qualified Lead,Enterprise,46681.0,3,52,269,69,38,7720.63,0.0,5,0,ES,0,Marketing
ACCT-029,LEAD-10906,Year-End Accelerator,Direct Mail,2024-04-18,Qualified Lead,Enterprise,46681.0,3,52,269,69,38,1599.67,0.0,5,0,SA,0,Marketing
ACCT-012,LEAD-02557,Q3 Growth Sprint,Email,2024-03-06,Prospect,Growth,29548.0,2,52,7,6,11,2842.9,71.07,4,1,ES,0,Marketing
ACCT-110,LEAD-08786,Q3 Growth Sprint,Partner Referral,2023-11-23,Qualified Lead,Growth,62058.0,2,52,301,74,58,4407.79,0.0,6,0,DE,0,Marketing
ACCT-081,LEAD-07187,Digital Retarget,Direct Mail,2023-11-14,Qualified Lead,Growth,,3,52,375,48,96,7997.22,0.0,3,0,AU,0,Marketing
ACCT-012,LEAD-06119,Digital Retarget,Organic Search,2023-11-06,Prospect,Enterprise,36736.0,3,52,10,3,4,2176.22,0.0,6,0,ES,0,Marketing
ACCT-083,LEAD-02980,Year-End Accelerator,Organic Search,2023-09-13,Prospect,Growth,8820.0,3,52,12,13,4,1349.08,0.0,8,0,CA,0,Marketing
ACCT-012,LEAD-03850,Year-End Accelerator,Organic Search,2023-05-22,Prospect,Starter,14918.0,2,52,3,3,15,2615.41,0.0,6,0,IN,0,Marketing
ACCT-109,LEAD-01077,Enterprise Expansion,Paid Social,2023-05-20,Qualified Lead,Professional,56715.0,1,52,258,239,9,4045.13,0.0,4,0,ES,0,Marketing
ACCT-012,LEAD-09733,Q3 Growth Sprint,Organic Search,2023-02-14,Lead,Starter,24882.0,2,52,1,10,36,3702.94,153.42,6,1,IN,0,Marketing
ACCT-012,LEAD-08462,Q3 Growth Sprint,Organic Search,2023-02-14,Lead,Starter,24882.0,2,52,1,10,36,3214.3,135.59,6,1,ES,0,Marketing
ACCT-029,LEAD-04764,Digital Retarget,Organic Search,2023-01-22,Opportunity,Growth,40442.0,3,52,45,52,13,2367.78,281.73,7,1,SA,0,Marketing
ACCT-105,LEAD-02223,Enterprise Expansion,Direct Mail,2023-01-05,Qualified Lead,Standard,64176.0,2,52,1215,249,149,3200.15,0.0,6,0,ES,0,Marketing
ACCT-012,LEAD-07788,NovaPulse Launch,Email,2025-01-03,Prospect,Enterprise,23536.0,2,53,6,3,1,1782.04,0.0,3,0,ES,0,Marketing
ACCT-068,LEAD-05827,NovaEdge Awareness,Email,2024-11-11,Lead,Professional,35246.0,3,53,36,12,10,1743.19,0.0,5,0,SA,0,Marketing
ACCT-012,LEAD-02958,NovaPulse Launch,Email,2024-09-16,Lead,Professional,28442.0,3,53,19,10,6,746.52,0.0,4,0,ES,0,Marketing
ACCT-107,LEAD-04954,Year-End Accelerator,Organic Search,2024-08-10,Qualified Lead,Professional,48195.0,3,53,106,68,5,3934.61,0.0,6,0,ES,0,Marketing
ACCT-061,LEAD-03139,Enterprise Expansion,Partner Referral,2024-07-17,Closed Won,Standard,74116.0,1,53,871,704,166,8633.89,4702.47,2,1,SA,0,Marketing
ACCT-012,LEAD-09952,Year-End Accelerator,Direct Mail,2024-06-27,Qualified Lead,Growth,78093.0,1,53,368,639,10,7443.15,0.0,1,0,SA,0,Marketing
ACCT-061,LEAD-08180,Q3 Growth Sprint,Paid Social,2024-05-29,Qualified Lead,Growth,59354.0,3,53,233,53,14,5707.05,0.0,6,0,US,0,Marketing
ACCT-012,LEAD-03276,NovaPulse Launch,Organic Search,2024-05-07,Lead,Standard,36301.0,2,53,11,35,12,1948.76,0.0,7,0,SA,0,Marketing
ACCT-082,LEAD-04994,Year-End Accelerator,Partner Referral,2024-04-10,Closed Won,Growth,77598.0,1,53,1193,281,33,9750.3,2581.08,3,1,ES,0,Marketing
ACCT-012,LEAD-03598,Year-End Accelerator,Partner Referral,2023-11-20,Qualified Lead,Professional,62710.0,2,53,441,83,11,4751.07,0.0,4,0,ES,0,Marketing
ACCT-012,LEAD-00945,Enterprise Expansion,Organic Search,2023-11-19,Lead,Professional,36317.0,2,53,87,25,13,1412.71,0.0,7,0,ES,0,Marketing
ACCT-012,LEAD-05048,Q3 Growth Sprint,Paid Social,2023-11-07,Lead,Enterprise,42767.0,3,53,20,43,38,11347.58,0.0,8,0,SA,0,Marketing
ACCT-033,LEAD-06214,Year-End Accelerator,Organic Search,2023-09-29,Lead,Growth,43815.0,2,53,14,29,15,2527.0,0.0,6,0,ES,0,Marketing
ACCT-081,LEAD-06230,Q3 Growth Sprint,Paid Social,2023-08-06,Lead,Professional,44421.0,3,53,110,59,7,6175.78,0.0,8,0,ES,0,Marketing
ACCT-012,LEAD-02968,Q3 Growth Sprint,Direct Mail,2023-07-22,Closed Won,Enterprise,48948.0,1,53,437,206,42,2490.67,1469.2,6,1,AU,0,Marketing
ACCT-030,LEAD-08800,Q3 Growth Sprint,Direct Mail,2023-07-22,Closed Won,Enterprise,48948.0,1,53,437,206,42,3968.96,2059.6,6,1,SA,0,Marketing
ACCT-012,LEAD-01907,Digital Retarget,Partner Referral,2023-03-07,Closed Won,Growth,63120.0,2,53,965,279,69,8991.62,3029.31,7,1,ES,0,Marketing
ACCT-012,LEAD-10478,Digital Retarget,Paid Social,2023-03-06,Closed Won,Enterprise,55517.0,3,53,483,108,36,8848.47,971.35,9,1,SA,0,Marketing
ACCT-012,LEAD-04188,Digital Retarget,Paid Social,2023-01-16,Opportunity,Professional,36864.0,2,53,204,39,89,10215.92,869.59,8,1,AU,0,Marketing
ACCT-012,LEAD-08720,Enterprise Expansion,Email,2023-01-15,Closed Won,Standard,,1,53,32,1607,22,2104.24,3085.62,0,1,IN,0,Marketing
ACCT-061,LEAD-02225,NovaPulse Launch,Direct Mail,2025-01-07,Closed Won,Professional,82582.0,1,54,510,550,241,2593.52,3611.52,1,1,AU,0,Marketing
ACCT-064,LEAD-04790,Q3 Growth Sprint,Email,2025-01-01,Qualified Lead,Professional,79803.0,2,54,574,216,33,923.16,0.0,1,0,ES,0,Marketing
ACCT-012,LEAD-01131,Enterprise Expansion,Email,2024-10-30,Lead,Enterprise,52569.0,2,54,85,3,7,2300.78,0.0,3,0,SA,0,Marketing
